business_id,business_type,business_age_months,loan_amount_requested,loan_purpose,stated_annual_turnover,avg_monthly_bank_credit,turnover_bank_ratio,num_employees_stated,gst_returns_filed_last_12,gst_filing_consistency,num_companies_director_linked,any_linked_company_defaulted,address_type,num_businesses_at_same_address,address_verified,years_of_itr_filed,itr_turnover_match,existing_loans,loan_to_turnover_ratio,application_hour,is_ghost
B4474,Pvt Ltd,88,250000,equipment purchase,17452014,1706690,0.85,10.0,2,28815.91,12,1,residential,1,0,,1,1,0.01,16,1
B4475,LLP,14,2500000,equipment purchase,7874655,765090,0.86,12.0,10,16289.99,11,1,coworking,13,1,9.0,0,3,0.32,9,0
B4476,LLP,75,1000000,working capital,10191582,991765,0.86,5.0,10,28769.17,13,1,coworking,39,0,4.0,1,3,0.1,17,0
B4477,LLP,78,5000000,working capital,5957469,455053,1.09,7.0,12,8532.92,7,0,commercial,29,1,,0,2,0.84,10,1
B4478,Pvt Ltd,45,2500000,equipment purchase,5341681,547359,0.81,44.0,5,,3,0,coworking,6,1,6.0,0,4,0.47,17,0
B4479,LLP,111,250000,inventory,3070609,181089,1.41,23.0,5,28561.22,9,0,commercial,31,0,8.0,1,2,0.08,1,0
B4480,LLP,15,100000,inventory,2266963,167625,1.13,2.0,8,25870.76,8,0,coworking,9,1,8.0,1,2,0.04,2,0
B4481,Pvt Ltd,48,100000,equipment purchase,15532896,1167960,1.11,30.0,9,34482.7,6,1,commercial,56,1,0.0,0,0,0.01,5,1
B4482,LLP,75,250000,expansion,8730529,581557,1.25,49.0,12,,12,1,commercial,18,1,7.0,1,1,0.03,2,0
B4483,LLP,96,500000,inventory,7381968,554715,1.11,45.0,10,44874.32,12,0,residential,59,1,6.0,0,1,0.07,6,0
B4484,LLP,110,1000000,inventory,7774396,681251,0.95,37.0,7,22973.43,6,0,virtual office,3,0,,1,3,0.13,2,0
B4485,Pvt Ltd,37,2500000,equipment purchase,18933355,1596977,0.99,5.0,5,418.47,14,0,residential,32,1,2.0,1,4,0.13,14,1
B4486,Proprietorship,30,500000,inventory,9030589,671015,1.12,20.0,1,31532.63,13,0,commercial,45,1,5.0,1,1,0.06,12,0
B4487,Pvt Ltd,37,100000,working capital,14716659,1409851,0.87,26.0,3,33756.62,8,0,commercial,3,1,2.0,0,1,0.01,5,0
B4488,Pvt Ltd,111,100000,working capital,2872009,270178,0.89,44.0,5,26074.75,13,1,residential,45,1,7.0,1,4,0.03,1,1
B4489,Proprietorship,14,100000,inventory,17778057,1286565,1.15,44.0,8,34465.24,3,1,commercial,30,1,,1,1,0.01,1,0
B4490,LLP,83,250000,working capital,17297950,1288606,1.12,39.0,10,16179.19,12,0,residential,6,1,,0,0,0.01,18,0
B4491,Pvt Ltd,81,500000,expansion,18741893,1362710,1.15,6.0,1,7440.42,5,0,commercial,50,1,3.0,1,1,0.03,7,0
B4492,LLP,54,100000,inventory,8435942,546445,1.29,29.0,5,33227.68,11,0,commercial,27,1,1.0,0,0,0.01,8,1
B4493,LLP,22,250000,equipment purchase,11989392,1150650,0.87,10.0,9,12259.32,10,0,residential,2,1,6.0,0,2,0.02,1,0
B4494,Proprietorship,31,100000,working capital,9295165,563725,1.37,16.0,10,22815.8,11,0,residential,20,1,,0,2,0.01,6,1
B4495,Proprietorship,90,500000,expansion,5689677,374735,1.27,34.0,9,24581.14,5,0,coworking,17,1,0.0,0,0,0.09,16,0
B4496,LLP,77,500000,expansion,5092810,323895,1.31,31.0,9,23859.98,8,1,commercial,33,1,4.0,1,3,0.1,14,0
B4497,LLP,93,500000,working capital,12604436,1255405,0.84,36.0,6,29922.46,7,0,coworking,17,0,9.0,1,0,0.04,3,0
B4498,Pvt Ltd,114,250000,expansion,19224065,1163704,1.38,41.0,7,,3,0,coworking,37,1,7.0,1,3,0.01,21,0
B4499,Pvt Ltd,73,5000000,inventory,13794671,1263104,0.91,5.0,12,49484.12,7,0,virtual office,29,1,0.0,1,4,0.36,22,0
B4500,LLP,69,250000,expansion,10378837,628511,1.38,33.0,8,35815.52,10,1,virtual office,9,0,2.0,1,4,0.02,12,0
B4501,LLP,80,500000,working capital,9208659,899276,0.85,43.0,4,21269.39,8,0,residential,4,1,1.0,1,0,0.05,2,0
B4502,LLP,52,1000000,expansion,15301056,1590836,0.8,19.0,8,9566.5,5,1,commercial,46,1,2.0,0,3,0.07,11,0
B4503,Pvt Ltd,28,500000,working capital,9756916,806657,1.01,32.0,8,4008.87,11,0,commercial,40,0,2.0,0,2,0.05,2,0
B4504,Pvt Ltd,78,2500000,working capital,9330547,919622,0.85,23.0,12,33609.52,5,0,residential,55,1,2.0,1,0,0.27,20,0
B4505,LLP,21,250000,expansion,15425234,1444632,0.89,3.0,10,15847.78,14,1,coworking,13,0,0.0,1,0,0.02,18,0
B4506,Pvt Ltd,112,500000,working capital,13149788,1290192,0.85,1.0,6,11473.92,14,0,commercial,6,1,2.0,1,3,0.04,8,0
B4507,Proprietorship,47,100000,working capital,10571705,1021988,0.86,36.0,1,18997.72,11,0,residential,46,1,1.0,0,4,0.01,15,1
B4508,Pvt Ltd,70,500000,equipment purchase,7872894,540094,1.21,,7,29646.15,1,0,residential,9,1,8.0,1,2,0.06,17,0
B4509,LLP,42,250000,inventory,5133128,427647,1.0,28.0,11,33585.26,13,0,commercial,26,1,9.0,0,3,0.05,15,0
B4510,Partnership,101,100000,working capital,15298913,1627101,0.78,48.0,4,32258.5,8,1,commercial,49,1,7.0,1,3,0.01,11,1
B4511,Pvt Ltd,13,500000,inventory,16080556,1214242,1.1,39.0,12,43163.28,13,0,residential,39,1,5.0,1,2,0.03,6,0
B4512,LLP,111,500000,equipment purchase,13037041,1393108,0.78,5.0,10,,6,0,commercial,41,1,6.0,1,0,0.04,22,0
B4513,Pvt Ltd,119,100000,equipment purchase,16436171,1438023,0.95,13.0,7,31837.31,6,1,commercial,47,1,0.0,1,0,0.01,18,0
B4514,LLP,65,500000,equipment purchase,13647021,1111057,1.02,11.0,1,5055.72,5,0,residential,42,1,6.0,1,1,0.04,23,0
B4515,LLP,71,500000,equipment purchase,2776164,253245,0.91,46.0,6,27396.73,5,0,residential,14,1,7.0,1,2,0.18,11,0
B4516,LLP,28,100000,inventory,3111770,308455,0.84,22.0,4,29197.92,14,0,commercial,48,1,7.0,0,3,0.03,10,0
B4517,LLP,71,500000,expansion,1561043,121829,1.07,49.0,3,,3,0,virtual office,34,1,,0,1,0.32,11,0
B4518,Proprietorship,90,1000000,expansion,10865761,651739,1.39,23.0,9,,12,0,commercial,4,1,6.0,1,1,0.09,18,0
B4519,Pvt Ltd,70,500000,inventory,7847723,735909,0.89,12.0,12,41359.64,3,0,commercial,21,1,1.0,0,1,0.06,20,0
B4520,Pvt Ltd,114,250000,working capital,13522666,1435318,0.79,21.0,5,7420.45,2,0,residential,31,1,3.0,1,0,0.02,16,0
B4521,Proprietorship,103,250000,inventory,2202979,197348,0.93,19.0,4,21725.31,9,1,virtual office,47,1,7.0,0,4,0.11,14,1
B4522,LLP,39,500000,working capital,10092746,683824,1.23,5.0,5,46636.65,8,0,commercial,43,0,3.0,1,1,0.05,9,1
B4523,Proprietorship,12,2500000,working capital,6545000,463029,1.18,24.0,8,,12,0,commercial,21,1,7.0,1,3,0.38,3,0
B4524,LLP,58,500000,expansion,8939258,928081,0.8,30.0,0,36256.69,3,0,residential,43,1,9.0,1,0,0.06,17,0
B4525,Proprietorship,83,100000,equipment purchase,16897829,997165,1.41,8.0,12,41343.3,5,0,virtual office,29,1,,1,4,0.01,12,0
B4526,LLP,13,500000,expansion,6401326,549045,0.97,2.0,10,10188.72,10,0,commercial,55,1,8.0,1,4,0.08,4,0
B4527,Proprietorship,54,2500000,expansion,17517897,1160862,1.26,49.0,0,10910.86,5,0,commercial,58,1,0.0,1,1,0.14,19,0
B4528,Partnership,72,100000,inventory,5651701,409587,1.15,34.0,12,37929.57,8,0,commercial,24,1,5.0,1,1,0.02,19,0
B4529,LLP,42,5000000,inventory,3552832,261781,1.13,23.0,5,37665.34,6,0,commercial,45,1,0.0,0,0,1.41,3,1
B4530,Pvt Ltd,72,2500000,working capital,1724541,119506,1.2,3.0,1,3009.17,7,1,commercial,16,1,5.0,1,1,1.45,15,1
B4531,Pvt Ltd,47,100000,inventory,10565663,1034916,0.85,,7,16124.91,5,0,commercial,9,1,3.0,1,0,0.01,20,0
B4532,Pvt Ltd,34,2500000,working capital,19119958,1432922,1.11,18.0,6,19926.62,12,0,commercial,21,1,7.0,1,4,0.13,19,0
B4533,Pvt Ltd,64,250000,working capital,13852767,1047374,1.1,47.0,5,41452.02,1,0,commercial,2,1,7.0,1,3,0.02,8,0
B4534,Pvt Ltd,43,1000000,equipment purchase,16873333,1366464,1.03,37.0,3,21093.11,8,0,commercial,2,1,8.0,1,3,0.06,23,0
B4535,LLP,61,250000,equipment purchase,9393973,971788,0.81,49.0,8,46296.44,4,0,commercial,37,1,6.0,1,2,0.03,20,0
B4536,LLP,40,250000,expansion,3528476,327237,0.9,31.0,6,49830.39,5,0,virtual office,37,0,7.0,1,2,0.07,23,0
B4537,LLP,52,500000,equipment purchase,9742867,598414,1.36,14.0,6,,1,0,commercial,5,1,2.0,1,2,0.05,6,0
B4538,LLP,66,1000000,working capital,3561819,214764,1.38,1.0,4,33319.33,3,0,residential,46,1,9.0,1,3,0.28,17,0
B4539,Pvt Ltd,35,100000,inventory,19082154,1653521,0.96,14.0,0,19594.86,2,0,virtual office,6,0,3.0,1,1,0.01,9,0
B4540,Pvt Ltd,77,500000,equipment purchase,4410958,452945,0.81,41.0,1,3351.97,12,0,commercial,48,1,3.0,1,0,0.11,14,1
B4541,Pvt Ltd,94,100000,equipment purchase,19027975,1417506,1.12,5.0,7,28656.94,2,0,commercial,48,1,5.0,1,3,0.01,23,0
B4542,LLP,105,250000,equipment purchase,17376561,1228903,1.18,31.0,10,18085.25,13,0,residential,8,1,6.0,1,2,0.01,8,0
B4543,Pvt Ltd,86,250000,equipment purchase,2451253,234690,0.87,31.0,4,17544.9,12,0,commercial,32,1,8.0,0,2,0.1,17,0
B4544,Pvt Ltd,65,500000,working capital,17884631,1581679,0.94,30.0,1,34385.46,6,0,commercial,59,1,,0,1,0.03,10,0
B4545,LLP,28,250000,working capital,8400709,727372,0.96,36.0,11,23181.97,8,0,virtual office,37,0,5.0,1,2,0.03,11,0
B4546,Proprietorship,34,100000,expansion,14396984,947298,1.27,1.0,4,37604.69,3,0,commercial,13,1,1.0,0,2,0.01,1,0
B4547,Pvt Ltd,90,100000,inventory,9272895,622502,1.24,3.0,7,19908.66,1,0,residential,3,1,9.0,1,0,0.01,8,0
B4548,LLP,12,100000,expansion,17754030,1285795,1.15,20.0,3,7543.17,14,0,coworking,9,1,9.0,1,1,0.01,16,0
B4549,LLP,83,500000,expansion,15863596,1089436,1.21,43.0,2,23067.38,10,0,commercial,4,1,6.0,1,4,0.03,2,0
B4550,Proprietorship,53,5000000,equipment purchase,6617984,707499,0.78,48.0,4,47550.63,2,0,commercial,28,1,9.0,1,4,0.76,13,0
B4551,Partnership,81,100000,inventory,17755780,1052276,1.41,43.0,12,40076.23,3,0,commercial,40,0,8.0,0,2,0.01,2,0
B4552,Pvt Ltd,14,2500000,equipment purchase,9093189,815078,0.93,21.0,6,10287.46,6,1,coworking,16,1,7.0,0,2,0.27,5,0
B4553,Pvt Ltd,13,1000000,working capital,14014534,1180209,0.99,30.0,1,19565.03,14,1,commercial,57,1,3.0,0,0,0.07,10,1
B4554,Proprietorship,109,500000,expansion,8899898,663005,1.12,42.0,0,46389.6,3,0,commercial,11,1,1.0,0,4,0.06,22,0
B4555,LLP,104,500000,inventory,9101599,934850,0.81,44.0,12,6184.95,9,0,commercial,55,0,7.0,1,1,0.05,2,0
B4556,LLP,39,1000000,working capital,5795016,532222,0.91,30.0,10,12697.51,12,0,commercial,19,1,5.0,1,1,0.17,14,0
B4557,LLP,84,100000,expansion,19319198,2091323,0.77,5.0,4,13111.13,1,0,commercial,42,1,7.0,0,3,0.01,7,0
B4558,LLP,45,500000,inventory,12995856,867683,1.25,10.0,12,28546.64,7,0,commercial,59,1,8.0,1,3,0.04,1,0
B4559,Partnership,112,500000,expansion,18740435,1175526,1.33,24.0,12,20536.67,10,0,commercial,22,1,2.0,1,1,0.03,10,0
B4560,Partnership,92,500000,inventory,16755185,1094167,1.28,45.0,6,3993.53,8,0,coworking,39,1,7.0,1,3,0.03,13,0
B4561,Proprietorship,110,1000000,expansion,7996291,574116,1.16,39.0,12,31459.07,9,0,virtual office,12,1,9.0,1,0,0.13,2,0
B4562,Pvt Ltd,103,100000,equipment purchase,15915112,1260042,1.05,48.0,7,4953.89,11,0,virtual office,55,1,7.0,1,2,0.01,9,0
B4563,Proprietorship,80,500000,expansion,18739789,1901404,0.82,6.0,10,30320.75,5,1,commercial,30,1,4.0,1,1,0.03,17,0
B4564,Pvt Ltd,30,500000,expansion,16878818,1223932,1.15,10.0,7,25350.42,1,0,commercial,40,1,,1,4,0.03,17,0
B4565,Pvt Ltd,36,250000,inventory,6761600,703852,0.8,42.0,9,24683.43,8,0,residential,42,1,4.0,0,4,0.04,11,0
B4566,Proprietorship,84,250000,inventory,9732640,793003,1.02,43.0,8,3374.81,14,0,commercial,5,1,5.0,1,1,0.03,21,0
B4567,Pvt Ltd,58,500000,equipment purchase,14288075,1295740,0.92,10.0,10,31961.02,14,0,commercial,37,1,0.0,1,3,0.03,18,0
B4568,Pvt Ltd,19,2500000,inventory,2153816,154113,1.16,25.0,10,21566.01,7,1,commercial,45,1,9.0,1,3,1.16,18,1
B4569,Pvt Ltd,62,500000,expansion,8304936,549238,1.26,14.0,11,20555.31,5,0,commercial,32,1,9.0,0,1,0.06,8,0
B4570,Proprietorship,92,1000000,inventory,8305956,845597,0.82,47.0,0,,10,0,commercial,34,1,9.0,1,1,0.12,0,0
B4571,LLP,118,250000,inventory,19885166,1268845,1.31,39.0,6,30312.4,8,0,commercial,12,1,1.0,1,1,0.01,11,0
B4572,LLP,35,100000,inventory,2469265,239603,0.86,,9,751.66,9,0,commercial,43,1,7.0,1,0,0.04,1,0
B4573,Pvt Ltd,80,100000,equipment purchase,5833768,509769,0.95,11.0,7,6261.3,4,0,virtual office,2,1,0.0,1,4,0.02,1,0
B4574,Proprietorship,106,100000,equipment purchase,5991372,607466,0.82,39.0,5,11825.91,14,0,commercial,47,0,8.0,0,0,0.02,4,0
B4575,Proprietorship,65,250000,working capital,9536507,898570,0.88,11.0,9,33898.87,6,0,coworking,52,1,6.0,0,0,0.03,21,0
B4576,Pvt Ltd,45,250000,equipment purchase,16587063,1201177,1.15,46.0,11,,11,0,virtual office,7,1,0.0,1,2,0.02,23,0
B4577,LLP,73,1000000,equipment purchase,11934476,1038952,0.96,49.0,3,37881.46,4,0,residential,32,0,4.0,1,0,0.08,0,0
B4578,Pvt Ltd,30,1000000,equipment purchase,7783657,459134,1.41,16.0,6,37030.39,9,0,coworking,40,1,1.0,0,4,0.13,11,0
B4579,Partnership,66,100000,expansion,1671113,137188,1.02,33.0,2,42659.14,4,0,commercial,35,1,0.0,0,3,0.06,4,0
B4580,LLP,18,250000,working capital,4686214,293516,1.33,41.0,1,18840.74,14,0,residential,49,1,0.0,1,4,0.05,13,1
B4581,Partnership,41,250000,expansion,15394139,1228153,1.04,41.0,12,17253.19,8,0,virtual office,52,0,4.0,0,1,0.02,7,1
B4582,Pvt Ltd,19,500000,equipment purchase,13432181,857160,1.31,32.0,1,41550.77,11,1,commercial,6,1,3.0,1,1,0.04,10,1
B4583,Proprietorship,17,100000,equipment purchase,5911582,627262,0.79,10.0,5,11880.08,12,0,commercial,22,0,4.0,1,1,0.02,17,0
B4584,Proprietorship,111,100000,working capital,9874718,834282,0.99,15.0,9,23058.62,12,0,commercial,25,1,5.0,1,0,0.01,9,0
B4585,LLP,102,2500000,working capital,18662035,1940744,0.8,16.0,2,,3,0,commercial,47,1,0.0,0,2,0.13,8,0
B4586,Partnership,12,1000000,inventory,3081158,183179,1.4,43.0,1,45692.04,8,0,coworking,13,1,1.0,0,3,0.32,14,1
B4587,Pvt Ltd,109,100000,equipment purchase,3006953,271275,0.92,27.0,12,20390.15,11,0,commercial,23,0,1.0,1,0,0.03,9,1
B4588,Pvt Ltd,16,250000,equipment purchase,14596539,1075488,1.13,,7,10624.34,13,0,commercial,45,1,4.0,0,1,0.02,3,0
B4589,LLP,75,250000,expansion,1755372,140297,1.04,45.0,3,34600.67,14,0,coworking,44,1,9.0,1,4,0.14,10,0
B4590,Proprietorship,67,1000000,inventory,9896411,1009312,0.82,32.0,11,12232.23,11,0,commercial,46,1,8.0,1,1,0.1,22,0
B4591,LLP,92,500000,equipment purchase,2298795,246739,0.78,6.0,3,47175.18,5,0,virtual office,9,1,6.0,1,4,0.22,16,0
B4592,Pvt Ltd,102,100000,expansion,10610482,749714,1.18,47.0,6,18380.85,1,0,coworking,42,0,9.0,1,3,0.01,17,0
B4593,LLP,77,1000000,working capital,10614527,1122443,0.79,48.0,7,33232.04,6,0,virtual office,59,1,,1,1,0.09,16,0
B4594,Pvt Ltd,58,250000,expansion,13173253,1222078,0.9,36.0,11,17262.25,11,0,residential,37,1,4.0,1,3,0.02,23,0
B4595,LLP,64,250000,equipment purchase,5803776,614643,0.79,8.0,12,40362.28,2,0,residential,53,0,6.0,1,1,0.04,0,0
B4596,LLP,18,250000,expansion,8279457,715772,0.96,25.0,8,44846.14,12,0,residential,37,1,9.0,0,1,0.03,11,0
B4597,Proprietorship,112,500000,expansion,2629974,279753,0.78,7.0,9,39395.92,3,0,commercial,53,1,8.0,0,4,0.19,22,0
B4598,Pvt Ltd,108,250000,inventory,9777375,1006640,0.81,17.0,7,42424.95,11,0,commercial,30,1,9.0,1,2,0.03,14,0
B4599,LLP,112,250000,inventory,16139651,1045250,1.29,48.0,3,5094.04,1,0,commercial,20,1,6.0,1,4,0.02,20,0
B4600,Pvt Ltd,60,250000,working capital,19759278,1459673,1.13,30.0,1,46203.23,11,0,residential,38,1,1.0,0,0,0.01,16,1
B4601,Pvt Ltd,87,100000,inventory,18322665,1291500,1.18,2.0,9,31215.04,6,0,residential,44,1,3.0,1,3,0.01,19,0
B4602,Proprietorship,18,1000000,expansion,13047425,1134320,0.96,17.0,4,43460.88,5,0,commercial,49,1,9.0,0,3,0.08,2,0
B4603,Partnership,22,100000,inventory,13418387,1321352,0.85,4.0,6,34221.84,10,0,residential,16,1,3.0,0,2,0.01,6,0
B4604,Pvt Ltd,83,100000,equipment purchase,15316407,1475029,0.87,26.0,1,10092.38,2,0,residential,50,1,8.0,1,1,0.01,0,0
B4605,Proprietorship,82,500000,expansion,16032147,1517776,0.88,14.0,3,30477.76,11,0,residential,57,1,7.0,1,3,0.03,19,1
B4606,Proprietorship,56,1000000,expansion,9048674,697621,1.08,8.0,5,4547.31,8,0,commercial,22,0,5.0,0,2,0.11,10,0
B4607,Proprietorship,51,1000000,expansion,6032210,393994,1.28,5.0,7,34786.15,8,0,commercial,38,1,,1,0,0.17,4,0
B4608,Pvt Ltd,104,500000,equipment purchase,18356059,1264044,1.21,5.0,9,20450.06,14,0,commercial,10,1,6.0,1,3,0.03,2,1
B4609,Partnership,12,250000,expansion,6568452,626743,0.87,5.0,12,,14,0,commercial,20,0,7.0,1,0,0.04,20,0
B4610,Pvt Ltd,16,1000000,inventory,8609826,565752,1.27,,5,48961.49,3,0,commercial,53,1,6.0,1,4,0.12,19,0
B4611,Pvt Ltd,84,500000,equipment purchase,9831047,683067,1.2,5.0,5,45054.22,12,0,residential,41,0,1.0,0,3,0.05,20,1
B4612,Pvt Ltd,28,250000,expansion,9285661,738776,1.05,3.0,5,44677.19,6,0,commercial,2,1,5.0,1,3,0.03,8,0
B4613,LLP,52,2500000,inventory,18519558,1147082,1.35,38.0,3,39441.02,6,0,commercial,3,1,3.0,1,1,0.13,23,0
B4614,Pvt Ltd,102,100000,inventory,13973479,963722,1.21,30.0,12,34599.06,14,0,residential,42,1,3.0,1,0,0.01,7,0
B4615,Pvt Ltd,17,5000000,working capital,5252654,345738,1.27,1.0,2,32753.97,10,0,commercial,8,1,9.0,0,4,0.95,1,1
B4616,Pvt Ltd,97,2500000,inventory,12875890,1363549,0.79,8.0,0,5304.69,6,0,residential,9,1,5.0,0,2,0.19,18,0
B4617,Proprietorship,96,500000,inventory,17456719,1185479,1.23,13.0,1,45028.31,8,0,coworking,28,1,7.0,0,4,0.03,15,0
B4618,Proprietorship,26,2500000,working capital,14204574,1440653,0.82,20.0,1,44056.42,12,0,residential,21,0,4.0,1,3,0.18,15,1
B4619,Pvt Ltd,26,1000000,working capital,8607526,551512,1.3,6.0,9,37392.63,5,0,residential,51,1,2.0,1,0,0.12,3,0
B4620,Proprietorship,46,100000,equipment purchase,16469885,1676914,0.82,48.0,6,46365.75,10,0,residential,33,0,0.0,1,3,0.01,9,0
B4621,Proprietorship,117,250000,inventory,12848497,1134586,0.94,8.0,10,27654.17,10,0,commercial,34,0,4.0,1,2,0.02,16,0
B4622,Proprietorship,106,100000,equipment purchase,13333879,1344303,0.83,30.0,5,22382.12,13,0,commercial,52,1,2.0,1,2,0.01,14,0
B4623,Pvt Ltd,68,250000,equipment purchase,13907929,1414447,0.82,49.0,7,,8,0,commercial,4,1,2.0,0,3,0.02,17,0
B4624,LLP,51,1000000,expansion,3729426,328756,0.95,40.0,8,23206.56,12,0,commercial,48,1,3.0,1,3,0.27,1,0
B4625,Partnership,54,250000,equipment purchase,18008802,1876842,0.8,15.0,4,32066.22,3,0,commercial,53,1,8.0,1,3,0.01,7,0
B4626,LLP,28,250000,equipment purchase,1053392,92283,0.95,10.0,10,18653.11,7,0,commercial,25,0,3.0,0,0,0.24,9,0
B4627,Pvt Ltd,77,500000,equipment purchase,1499797,140923,0.89,33.0,2,,1,0,residential,32,1,4.0,0,1,0.33,0,0
B4628,LLP,109,2500000,equipment purchase,4971218,393409,1.05,9.0,3,36004.95,4,0,virtual office,12,0,9.0,0,2,0.5,17,0
B4629,LLP,74,100000,working capital,11245018,1169894,0.8,49.0,10,31232.78,12,0,commercial,2,1,4.0,0,0,0.01,15,0
B4630,LLP,54,250000,inventory,1415182,140869,0.84,33.0,7,25728.15,7,1,commercial,47,1,0.0,0,2,0.18,9,1
B4631,Pvt Ltd,108,100000,expansion,15948057,1063240,1.25,9.0,2,15005.54,14,0,residential,50,1,6.0,0,3,0.01,4,1
B4632,Pvt Ltd,68,500000,working capital,10847627,945400,0.96,14.0,1,32192.28,6,1,residential,48,0,1.0,1,2,0.05,8,1
B4633,Proprietorship,18,100000,expansion,4147282,427894,0.81,32.0,6,45421.44,13,1,commercial,53,1,5.0,0,4,0.02,9,0
B4634,Proprietorship,100,500000,expansion,1603754,157146,0.85,37.0,3,345.63,6,0,commercial,12,1,3.0,1,2,0.31,4,0
B4635,Pvt Ltd,33,250000,working capital,18158803,1933203,0.78,6.0,12,6696.45,13,1,commercial,50,0,4.0,1,4,0.01,6,0
B4636,Partnership,42,100000,equipment purchase,9433724,659402,1.19,5.0,7,5988.66,2,0,commercial,46,1,4.0,1,0,0.01,5,1
B4637,Pvt Ltd,110,2500000,working capital,5497907,421724,1.09,4.0,0,46160.27,11,0,residential,26,1,3.0,1,0,0.45,13,1
B4638,LLP,21,100000,expansion,15062138,1260594,1.0,48.0,7,,2,0,commercial,21,1,,1,4,0.01,21,1
B4639,Proprietorship,16,250000,expansion,7314733,511788,1.19,16.0,4,47589.41,2,0,commercial,44,1,7.0,1,2,0.03,17,0
B4640,Proprietorship,100,100000,equipment purchase,11507587,898001,1.07,10.0,11,29140.66,10,0,commercial,37,1,0.0,0,0,0.01,12,0
B4641,Partnership,85,500000,working capital,11245355,958220,0.98,31.0,1,23086.64,13,0,coworking,55,0,8.0,1,2,0.04,9,0
B4642,Pvt Ltd,93,500000,inventory,6444179,437561,1.23,31.0,0,39617.15,12,0,commercial,36,1,5.0,1,1,0.08,13,0
B4643,Proprietorship,87,250000,expansion,19018294,1353488,1.17,14.0,12,8047.11,8,0,commercial,18,1,3.0,1,1,0.01,7,0
B4644,Pvt Ltd,37,100000,working capital,1635943,105641,1.29,13.0,5,19066.91,7,0,residential,24,1,5.0,1,4,0.06,21,1
B4645,Proprietorship,57,250000,equipment purchase,7374790,693247,0.89,,8,23313.71,1,0,residential,30,1,8.0,1,4,0.03,13,0
B4646,Proprietorship,113,500000,equipment purchase,19826856,1514988,1.09,46.0,8,14922.92,9,0,residential,17,1,8.0,1,2,0.03,3,0
B4647,LLP,90,1000000,inventory,16966526,1176571,1.2,26.0,8,18564.28,8,0,commercial,16,1,2.0,1,1,0.06,22,0
B4648,Pvt Ltd,119,500000,expansion,11326776,948045,1.0,24.0,10,3905.26,11,0,coworking,42,1,7.0,0,1,0.04,8,0
B4649,Proprietorship,13,500000,inventory,14691120,907114,1.35,9.0,3,9899.18,8,0,commercial,17,1,0.0,1,4,0.03,22,0
B4650,Pvt Ltd,63,250000,inventory,2554569,266961,0.8,35.0,5,,13,0,commercial,44,1,8.0,1,3,0.1,5,0
B4651,Pvt Ltd,115,250000,inventory,13267260,969262,1.14,42.0,11,39794.52,9,0,commercial,12,1,6.0,1,2,0.02,1,0
B4652,Proprietorship,41,100000,inventory,9286875,953358,0.81,15.0,9,9124.87,4,1,commercial,27,1,9.0,1,2,0.01,2,0
B4653,LLP,37,250000,equipment purchase,9855586,820126,1.0,24.0,5,17332.02,5,0,commercial,55,1,6.0,1,0,0.03,22,0
B4654,Proprietorship,86,250000,expansion,5818484,586740,0.83,31.0,4,3246.01,11,0,residential,4,1,5.0,1,4,0.04,10,0
B4655,Pvt Ltd,44,500000,inventory,2313241,163515,1.18,19.0,1,27855.22,5,1,commercial,35,0,0.0,1,0,0.22,16,0
B4656,Pvt Ltd,118,500000,expansion,16063046,1077780,1.24,2.0,6,,11,0,virtual office,1,1,1.0,0,3,0.03,0,0
B4657,Proprietorship,92,2500000,equipment purchase,9978366,1005858,0.83,2.0,12,43275.82,9,0,residential,12,1,2.0,1,0,0.25,2,0
B4658,LLP,82,100000,equipment purchase,13461866,928593,1.21,41.0,0,40955.8,8,0,residential,29,0,0.0,0,3,0.01,13,1
B4659,Pvt Ltd,16,500000,working capital,17471877,1671064,0.87,36.0,5,14268.9,13,0,virtual office,8,1,4.0,0,0,0.03,10,0
B4660,Proprietorship,61,1000000,working capital,11976499,904974,1.1,37.0,4,6847.68,10,1,residential,8,0,4.0,1,4,0.08,20,1
B4661,LLP,28,500000,expansion,2006164,192076,0.87,34.0,4,7804.16,6,0,residential,12,0,5.0,0,3,0.25,15,1
B4662,LLP,44,250000,working capital,8347763,865793,0.8,39.0,7,48448.2,11,1,residential,36,0,6.0,1,2,0.03,13,1
B4663,LLP,46,250000,inventory,11750058,1262135,0.78,,8,33661.29,10,0,commercial,48,1,9.0,1,4,0.02,18,0
B4664,Proprietorship,87,100000,expansion,9270368,707549,1.09,38.0,6,2128.54,11,0,commercial,34,1,8.0,1,4,0.01,8,0
B4665,Proprietorship,39,250000,equipment purchase,17503499,1342686,1.09,23.0,9,6838.96,10,0,commercial,36,1,6.0,0,1,0.01,22,0
B4666,Proprietorship,32,1000000,equipment purchase,12581663,1351304,0.78,16.0,12,24290.0,1,0,virtual office,55,1,5.0,0,2,0.08,1,1
B4667,Pvt Ltd,89,100000,inventory,15113091,1532614,0.82,46.0,7,10391.44,7,0,commercial,4,1,8.0,1,0,0.01,9,0
B4668,Proprietorship,55,250000,working capital,1394737,84504,1.38,44.0,1,40182.95,9,0,commercial,11,1,1.0,0,4,0.18,2,1
B4669,LLP,34,1000000,expansion,10288590,895167,0.96,6.0,1,28660.86,12,0,commercial,59,1,5.0,0,0,0.1,14,0
